"KEY","CLASS","p_trend","COD","AIC","BIC","df","LAG","SUM_rows","SUM_cols","coef1"
"699-95-51","list",NA,NA,NA,NA,NA,NA,NA,NA,NA
"699-96-42B","Trend_Summary",NA,NA,NA,NA,NA,NA,1,1,NA
"699-96-52B","list",NA,NA,NA,NA,NA,NA,NA,NA,NA
"699-97-41","list",NA,NA,NA,NA,NA,NA,NA,NA,NA
"699-97-43B","list",NA,NA,NA,NA,NA,NA,NA,NA,NA
"699-97-43C","list",NA,NA,NA,NA,NA,NA,NA,NA,NA
"699-97-45","list",NA,NA,NA,NA,NA,NA,NA,NA,NA
"699-97-45B","list",NA,NA,NA,NA,NA,NA,NA,NA,NA
"699-97-47B","Trend_Summary",4.27569424310548e-10,NA,NA,NA,18,32,4,4,11.8695180105838
"699-97-47D","Trend_Summary",NA,NA,NA,NA,NA,NA,1,1,NA
"699-97-48B","list",NA,NA,NA,NA,NA,NA,NA,NA,NA
"699-97-48C","list",NA,NA,NA,NA,NA,NA,NA,NA,NA
"699-97-51A","list",NA,NA,NA,NA,NA,NA,NA,NA,NA
"699-97-60","Trend_Summary",0.00504299684316389,NA,NA,NA,10,29,4,4,13.4148771630084
"699-97-61","Trend_Summary",0,NA,NA,NA,121,48,4,4,9.90877801242157
"699-98-43","list",NA,NA,NA,NA,NA,NA,NA,NA,NA
"699-98-46","list",NA,NA,NA,NA,NA,NA,NA,NA,NA
"699-98-49A","list",NA,NA,NA,NA,NA,NA,NA,NA,NA
"699-98-50","Trend_Summary",0.01287919889528,NA,NA,NA,11,10,4,4,1.293546427842
"699-98-51","list",NA,NA,NA,NA,NA,NA,NA,NA,NA
"699-99-41","list",NA,NA,NA,NA,NA,NA,NA,NA,NA
"699-99-42B","list",NA,NA,NA,NA,NA,NA,NA,NA,NA
"699-99-44","list",NA,NA,NA,NA,NA,NA,NA,NA,NA
"AT-D-1-M","Trend_Summary",NA,NA,NA,NA,NA,NA,1,1,NA
"AT-D-4-D","list",NA,NA,NA,NA,NA,NA,NA,NA,NA
"AT-H-2-D","list",NA,NA,NA,NA,NA,NA,NA,NA,NA
"AT-H-3-D","list",NA,NA,NA,NA,NA,NA,NA,NA,NA
"AT-K-1-D","list",NA,NA,NA,NA,NA,NA,NA,NA,NA
"AT-K-2-D","Trend_Summary",NA,NA,NA,NA,NA,NA,1,1,NA
"AT-K-3-D","Trend_Summary",0.000253717793678332,NA,NA,NA,26,0,4,4,67.8038760615358
"AT-K-3-M","Trend_Summary",3.37101557277286e-05,NA,NA,NA,28,2,4,4,80.5863382176449
"AT-K-4-M","Trend_Summary",NA,NA,NA,NA,NA,NA,1,1,NA
"AT-K-5-D","Trend_Summary",0.00655807780306716,NA,NA,NA,10,35,4,4,50.6249665483125
"C5633","list",NA,NA,NA,NA,NA,NA,NA,NA,NA
"C5636","list",NA,NA,NA,NA,NA,NA,NA,NA,NA
"C5638","list",NA,NA,NA,NA,NA,NA,NA,NA,NA
"C5641","list",NA,NA,NA,NA,NA,NA,NA,NA,NA
"C5678","list",NA,NA,NA,NA,NA,NA,NA,NA,NA
"C5682","list",NA,NA,NA,NA,NA,NA,NA,NA,NA
"C6238","list",NA,NA,NA,NA,NA,NA,NA,NA,NA
"C6241","list",NA,NA,NA,NA,NA,NA,NA,NA,NA
"C6244","Trend_Summary",NA,NA,NA,NA,NA,NA,1,1,NA
"C6246","Trend_Summary",2.87424939038328e-06,NA,NA,NA,12,1,4,4,197.770776897497
"C6250","Trend_Summary",3.17345195677277e-08,NA,NA,NA,17,58,4,4,62.0122504117345
"C6253","Trend_Summary",6.80914738948601e-06,NA,NA,NA,12,22,4,4,48.0163854756324
"C6254","Trend_Summary",NA,NA,NA,NA,NA,NA,1,1,NA
"C6256","Trend_Summary",0.00144606217845367,NA,NA,NA,13,65,4,4,29.5016086030894
"C6258","Trend_Summary",NA,NA,NA,NA,NA,NA,1,1,NA
"C6260","Trend_Summary",NA,NA,NA,NA,NA,NA,1,1,NA
"C6272","list",NA,NA,NA,NA,NA,NA,NA,NA,NA
"C6293","list",NA,NA,NA,NA,NA,NA,NA,NA,NA
"C6301","list",NA,NA,NA,NA,NA,NA,NA,NA,NA
"C6334","list",NA,NA,NA,NA,NA,NA,NA,NA,NA
"C7642","list",NA,NA,NA,NA,NA,NA,NA,NA,NA
"C7647","list",NA,NA,NA,NA,NA,NA,NA,NA,NA
"C7649","list",NA,NA,NA,NA,NA,NA,NA,NA,NA
"C7650","list",NA,NA,NA,NA,NA,NA,NA,NA,NA
"D0218","Trend_Summary",0.0138552434363832,NA,NA,NA,5,8,4,4,31.2014548562172
"D0219","Trend_Summary",0.13640734243452,NA,NA,NA,5,49,4,4,-47.1126435481518
"DD-10-3","Trend_Summary",NA,NA,NA,NA,NA,NA,1,1,NA
"DD-12-2","Trend_Summary",0.131200975793385,NA,NA,NA,7,14,4,4,-58.474748489278
"DD-15-3","list",NA,NA,NA,NA,NA,NA,NA,NA,NA
"DD-16-4","list",NA,NA,NA,NA,NA,NA,NA,NA,NA
"DD-17-2","list",NA,NA,NA,NA,NA,NA,NA,NA,NA
"DD-41-3","list",NA,NA,NA,NA,NA,NA,NA,NA,NA
"DD-44-4","list",NA,NA,NA,NA,NA,NA,NA,NA,NA
"DD-49-3","list",NA,NA,NA,NA,NA,NA,NA,NA,NA
"DD-50-3","list",NA,NA,NA,NA,NA,NA,NA,NA,NA
"DD-50-4","list",NA,NA,NA,NA,NA,NA,NA,NA,NA
"DK-04-3","Trend_Summary",NA,NA,NA,NA,NA,NA,1,1,NA
"Redox-1-6.0","list",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Redox-3-3.3","list",NA,NA,NA,NA,NA,NA,NA,NA,NA
